Category,Product Name,Brand,Price (KSh),Original Price (KSh),Discount %,High Discount Flag,Rating,Review Count,Product URL,Scraped Date,Storage (GB),RAM (GB),Battery (mAh),Camera (MP),Rating Category,Price Category,Value Score
smartphones,Nokia 2720 Flip 4G - Dual SIM - Black,Nokia  2720 Flip 4G - Dual SIM - Black,2590,5000,48.2,FALSE,3.8,0,https://www.jumia.co.ke/nokia-2720-flip-4g-dual-sim-black-326676904.html,07/26/26 13:43,,,,,Good,Budget (<5k),0.525
smartphones,"Samsung Galaxy A17 5G, 6.7"", 256GB + 8GB RAM (Dual SIM), 5000mAh, Black","Samsung Galaxy A17 5G, 6.7"", 256GB + 8GB RAM (Dual SIM), 5000mAh, Black",27500,40000,31.2,FALSE,4.3,0,https://www.jumia.co.ke/samsung-galaxy-a17-5g-6.7-256gb-8gb-ram-dual-sim-5000mah-black-326347468.html,07/26/26 13:43,256,8,5000,,Good,Mid-Range (15k-30k),0.524
smartphones,"XIAOMI Redmi Note 15 Pro, 6.77"", 8GB RAM + 256GB (Dual SIM), 200MP CAMERA, 6500mAh (25 Months Warranty)- Black + Led Watch + Earpods & Power bank","XIAOMI Redmi Note 15 Pro, 6.77"", 8GB RAM + 256GB (Dual SIM), 200MP CAMERA, 6500mAh (25 Months Warranty)- Black + Led Watch + Earpods & Power bank",34699,50000,30.6,FALSE,4.2,0,https://www.jumia.co.ke/xiaomi-redmi-note-15-pro-6.77-8gb-ram-256gb-dual-sim-200mp-camera-6500mah-25-months-warranty-black-led-watch-earpods-power-bank-326689178.html,07/26/26 13:43,8,8,6500,200,Good,Premium (30k-50k),0.512
smartphones,"Tecno Pop 20 ,6.75 inch display, Up to 8GB RAM + 128GB storage, 5000mAh Battery (1 YEAR WARRANTY) +Earpods+powerbank+LEd Watch & Card reader","Tecno Pop 20 ,6.75 inch display, Up to 8GB RAM + 128GB storage, 5000mAh Battery (1 YEAR WARRANTY) +Earpods+powerbank+LEd Watch & Card reader",17899,19999,10.5,FALSE,5,0,https://www.jumia.co.ke/tecno-pop-20-6.75-inch-display-up-to-8gb-ram-128gb-storage-5000mah-battery-1-year-warranty-earpodspowerbankled-watch-card-reader-326923914.html,07/26/26 13:43,128,8,5000,,Excellent,Mid-Range (15k-30k),0.532
smartphones,Samsung GALAXY A36 5G 6.7 DISPLAY 8GB RAM + 256 ROM 5000Mah BATTERY DUAL SIM....WATCH ADAPTER,Samsung GALAXY A36 5G 6.7 DISPLAY 8GB RAM + 256 ROM 5000Mah BATTERY DUAL SIM....WATCH ADAPTER,38250,60000,36.2,FALSE,4.7,0,https://www.jumia.co.ke/samsung-galaxy-a36-5g-6.7-display-8gb-ram-256-rom-5000mah-battery-dual-sim....watch-adapter-311071261.html,07/26/26 13:43,8,8,5000,,Excellent,Premium (30k-50k),0.579
smartphones,"Redmi 15C By Xiaomi Smartphone, 6.9"", 8GB RAM+ 256GB (Dual SIM), 6000mAh, 1 YEAR WARRANTY - Black","Redmi 15C By Xiaomi Smartphone, 6.9"", 8GB RAM+ 256GB (Dual SIM), 6000mAh, 1 YEAR WARRANTY - Black",20899,29999,30.3,FALSE,4.1,0,https://www.jumia.co.ke/redmi-15c-byxiaomi-smartphone-6.9-8gb-ram-256gb-dual-sim-6000mah-1-year-warranty-black-325383506.html,07/26/26 13:43,8,8,6000,,Good,Mid-Range (15k-30k),0.501
smartphones,"Smarta 2, IPS LCD DISPLAY, 5"" Inches, 32GB ROM + 2GB RAM (Dual SIM), 3300mAh - BLACK+FREE GIFTS (SPEAKER+POWERBANK+EARPODS+FLASH DISK+HEADPHONES+CABLE)","Smarta 2, IPS LCD DISPLAY, 5"" Inches, 32GB ROM + 2GB RAM (Dual SIM), 3300mAh - BLACK+FREE GIFTS (SPEAKER+POWERBANK+EARPODS+FLASH DISK+HEADPHONES+CABLE)",4449,4890,9,FALSE,3.8,0,https://www.jumia.co.ke/neon-smarta-2-ips-lcd-display-5-inches-32gb-rom-2gb-ram-dual-sim-3300mah-blackfree-gifts-speakerpowerbankearpodsflash-diskheadphonescable-327722614.html,07/26/26 13:43,32,2,3300,,Good,Budget (<5k),0.407
smartphones,"Samsung GALAXY A17, 6.7'' HD+, 8GB RAM + 256GB ROM, DUAL SIM, 50MP, 5000mAh COMES WITH FREE GIFTS (C TO C HEADER + SILICONE COVER ) FOR YOU","Samsung GALAXY A17, 6.7'' HD+, 8GB RAM + 256GB ROM, DUAL SIM, 50MP, 5000mAh  COMES WITH FREE GIFTS (C TO C HEADER  + SILICONE COVER  ) FOR YOU",24999,40999,39,FALSE,5,0,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-8gb-ram-256gb-rom-dual-sim-50mp-5000mah-comes-with-free-gifts-c-to-c-header-silicone-cover-for-you-325390728.html,07/26/26 13:43,256,8,5000,50,Excellent,Mid-Range (15k-30k),0.617
smartphones,"Redmi 15C By Xiaomi, 6.9"", 8GB RAM + 256GB, 6000mAh (Dual SIM) - Green (1 YR WRTY)+ LED Watch+ EarPods+ Cable+ Card Reader+ Power bank","Redmi 15C By Xiaomi, 6.9"", 8GB RAM + 256GB, 6000mAh (Dual SIM) - Green (1 YR WRTY)+ LED Watch+ EarPods+ Cable+ Card Reader+ Power bank",21599,35999,40,FALSE,3.9,0,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-8gb-ram-256gb-6000mah-dual-sim-green-1-yr-wrty-led-watch-earpods-cable-card-reader-power-bank-325233848.html,07/26/26 13:43,8,8,6000,,Good,Mid-Range (15k-30k),0.51
smartphones,"Safaricom BRAND NEW Smarta 2, IPS LCD DISPLAY, 5"" Inches, 32GB ROM + 2GB RAM (Dual SIM), 3300mAh - BLACK","Safaricom BRAND NEW Smarta 2, IPS LCD DISPLAY, 5"" Inches, 32GB ROM + 2GB RAM (Dual SIM), 3300mAh - BLACK",2819,3299,14.5,FALSE,0,0,https://www.jumia.co.ke/safaricom-brand-new-smarta-2-ips-lcd-display-5-inches-32gb-rom-2gb-ram-dual-sim-3300mah-black-328015703.html,07/26/26 13:43,32,2,3300,,No Rating,Budget (<5k),0.044
smartphones,Apple iPhone Xr 256gb IN 17Pro Chassis,Apple iPhone Xr 256gb IN 17Pro Chassis,35600,48999,27.3,FALSE,4,0,https://www.jumia.co.ke/apple-iphone-xr-256gb-in-17pro-chassis-327376352.html,07/26/26 13:43,,,,,Good,Premium (30k-50k),0.482
smartphones,"Samsung Galaxy S22 Ultra, 5G","Samsung Galaxy S22 Ultra, 5G",51400,57999,11.4,FALSE,0,0,https://www.jumia.co.ke/samsung-galaxy-s22-ultra-5g-326174045.html,07/26/26 13:43,,,,,No Rating,Luxury (>50k),0.034
smartphones,"XIAOMI Redmi Note 15, 6.77"" Curved Screen, 8GB RAM + 256GB, 108MP Camera, 6000mAh, Black (25 Months Warranty)","XIAOMI Redmi Note 15, 6.77"" Curved Screen, 8GB RAM + 256GB, 108MP Camera, 6000mAh, Black (25 Months Warranty)",27399,39999,31.5,FALSE,4.7,0,https://www.jumia.co.ke/xiaomi-redmi-note-15-6.77-curved-screen-8gb-ram-256gb-108mp-camera-6000mah-black-25-months-warranty-326253168.html,07/26/26 13:43,8,8,6000,108,Excellent,Mid-Range (15k-30k),0.564
smartphones,"Itel A200 6.75-INCH DISPLAY 3GB RAM + 128GB ROM ,BATTERY 5000mAh ANDROID 15 CAMERA 13MP MAIN+ 5MP FRONT DUAL SIM Plus Watch, power bank and pod","Itel A200 6.75-INCH DISPLAY 3GB RAM + 128GB ROM ,BATTERY 5000mAh ANDROID 15 CAMERA 13MP MAIN+ 5MP FRONT DUAL SIM Plus Watch, power bank and pod",15299,20000,23.5,FALSE,2,0,https://www.jumia.co.ke/itel-a200-6.75-inch-display-3gb-ram-128gb-rom-battery-5000mah-android-15-camera-13mp-main-5mp-front-dual-sim-plus-watch-power-bank-and-pod-327598901.html,07/26/26 13:43,128,3,5000,13,Poor,Mid-Range (15k-30k),0.27
smartphones,"Corn Classy S26 Ultra, 6.67"", 64GB ROM+5GB (2+3 expanded) 5GB RAM, 5000mAh (Dual SIM) - Black (1YR WRTY)","Corn Classy S26 Ultra, 6.67"", 64GB ROM+5GB (2+3 expanded) 5GB RAM, 5000mAh (Dual SIM) - Black (1YR WRTY)",7999,14999,46.7,FALSE,5,0,https://www.jumia.co.ke/corn-classy-s26-ultra-6.67-64gb-rom5gb-23-expanded-5gb-ram-5000mah-dual-sim-black-1yr-wrty-326002016.html,07/26/26 13:43,64,5,5000,,Excellent,Entry (5k-15k),0.64
smartphones,"Infinix Hot 60i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5160mAh COMES WITH FREE GIFTS ( AIRPODS + LED WATCH +POWERBANK ) FOR YOU","Infinix Hot 60i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5160mAh COMES WITH FREE GIFTS ( AIRPODS + LED WATCH +POWERBANK ) FOR YOU",16599,30999,46.5,FALSE,4.1,0,https://www.jumia.co.ke/infinix-hot-60i-4g6.7-inch12-gb66ram128gb-rom-battery-5160mah-comes-with-free-gifts-airpods-led-watch-powerbank-for-you-324994853.html,07/26/26 13:43,128,,5160,,Good,Mid-Range (15k-30k),0.55
smartphones,"Tecno CAMON 50 PRO,6.78"", Up to 16GB RAM + 256GB, 5200mAh - Black + FREE GIFTS","Tecno CAMON 50 PRO,6.78"", Up to 16GB RAM + 256GB, 5200mAh - Black + FREE GIFTS",38999,45000,13.3,FALSE,4.2,0,https://www.jumia.co.ke/tecno-camon-50-pro6.78-up-to-16gb-ram-256gb-5200mah-black-free-gifts-312785893.html,07/26/26 13:43,16,16,5200,,Good,Premium (30k-50k),0.46
smartphones,"Redmi Note 15 256GB ROM +8 GB RAM 6.77"" 120Hz AMOLED Curved Display 108 MP Rear Camera 20MP Selfie 6000mAh Battery","Redmi   Note 15 256GB ROM +8 GB RAM 6.77"" 120Hz AMOLED Curved Display 108 MP Rear Camera 20MP Selfie 6000mAh Battery",28999,35899,19.2,FALSE,0,0,https://www.jumia.co.ke/redmi-note-15-256gb-rom-8-gb-ram-6.77-120hz-amoled-curved-display-108-mp-rear-camera-20mp-selfie-6000mah-battery-328451399.html,07/26/26 13:43,256,8,6000,108,No Rating,Mid-Range (15k-30k),0.058
smartphones,"Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh COMES WITH FREE GIFTS (C TO C HEADER + SILICONE COVER ) FOR YOU (Black)","Samsung GALAXY A17, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh COMES WITH FREE GIFTS (C TO C HEADER  + SILICONE COVER  ) FOR YOU (Black)",19849,40999,51.6,FALSE,3.9,0,https://www.jumia.co.ke/samsung-galaxy-a17-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-comes-with-free-gifts-c-to-c-header-silicone-cover-for-you-black-325397150.html,07/26/26 13:43,128,4,5000,50,Good,Mid-Range (15k-30k),0.545
smartphones,"Infinix HOT 60 Pro Plus 6.78'' Inches, AMOLED (Curved Screen) Up to 16GB RAM & 256GB ROM, 5160mAh Battery - Sleek Black+Smartwatch+Powerbank+Earbuds","Infinix HOT 60 Pro Plus 6.78'' Inches, AMOLED (Curved Screen) Up to 16GB RAM & 256GB ROM, 5160mAh Battery -  Sleek Black+Smartwatch+Powerbank+Earbuds",29499,35999,18.1,FALSE,3.8,0,https://www.jumia.co.ke/infinix-hot-60-pro-plus-6.78-inches-amoled-curved-screen-up-to-16gb-ram-256gb-rom-5160mah-battery-sleek-blacksmartwatchpowerbankearbuds-325267054.html,07/26/26 13:43,256,16,5160,,Good,Mid-Range (15k-30k),0.434
smartphones,Corn S26 Ultra UpTo 5gb+64gb storage 5000MAh battery 6.6screen Fingerprint Dual sim-Blue,Corn S26 Ultra UpTo 5gb+64gb storage 5000MAh battery 6.6screen Fingerprint Dual sim-Blue,7999,15990,50,FALSE,4,0,https://www.jumia.co.ke/corn-s26-ultra-upto-5gb64gb-storage-5000mah-battery-6.6screen-fingerprint-dual-sim-blue-327608890.html,07/26/26 13:43,,,5000,,Good,Entry (5k-15k),0.55
smartphones,"Samsung A36 5G, 6.6"", 256GB + 8GB RAM (Dual SIM), 50MP, 5000mAh - Awesome Black","Samsung A36 5G, 6.6"", 256GB + 8GB RAM (Dual SIM), 50MP, 5000mAh -  Awesome Black",37100,47800,22.4,FALSE,4.6,0,https://www.jumia.co.ke/samsung-a36-5g-6.6-256gb-8gb-ram-dual-sim-50mp-5000mah-awesome-black-325733835.html,07/26/26 13:43,256,8,5000,50,Excellent,Premium (30k-50k),0.527
smartphones,"Itel RS4 6.56"" 8GB RAM +256 GB, 5000 mAh, DUAL SIM, 4G (2YRs WRTY)BLACK","Itel RS4 6.56"" 8GB RAM +256 GB, 5000 mAh, DUAL SIM, 4G (2YRs WRTY)BLACK",16599,20000,17,FALSE,3.4,0,https://www.jumia.co.ke/itel-rs4-6.56-8gb-ram-256-gb-5000-mah-dual-sim-4g-2yrs-wrtyblack-325022892.html,07/26/26 13:43,8,8,5000,,Average,Mid-Range (15k-30k),0.391
smartphones,"Vivo Y21d (6GB RAM + 256GB ROM) - 6500mAh 5-Year Health Battery, IP69+ Waterproof, 44W FlashCharge, 90Hz Display-Coral Red+Smartwatch+otg+Power Bank+USB drive","Vivo  Y21d (6GB RAM + 256GB ROM) - 6500mAh 5-Year Health Battery, IP69+ Waterproof, 44W FlashCharge, 90Hz Display-Coral Red+Smartwatch+otg+Power Bank+USB drive",24249,26249,7.6,FALSE,4.7,0,https://www.jumia.co.ke/vivo-y21d-6gb-ram-256gb-rom-6500mah-5-year-health-battery-ip69-waterproof-44w-flashcharge-90hz-display-coral-redsmartwatchotgpower-bankusb-drive-325755032.html,07/26/26 13:43,256,6,6500,,Excellent,Mid-Range (15k-30k),0.493
smartphones,"Apple iPhone 17 Pro Max, 6.9"", 512GB Cosmic Orange","Apple iPhone 17 Pro Max, 6.9"", 512GB Cosmic Orange",229999,300000,23.3,FALSE,0,0,https://www.jumia.co.ke/apple-iphone-17-pro-max-6.9-512gb-cosmicorange-326097492.html,07/26/26 13:43,512,,,,No Rating,Luxury (>50k),0.07
smartphones,"Redmi 15C By Xiaomi, 6.88 inches,(4+4)8GB RAM+128GB ROM, 5000mAh - Green COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU","Redmi 15C By Xiaomi, 6.88 inches,(4+4)8GB RAM+128GB ROM, 5000mAh - Green COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU",16489,30999,46.8,FALSE,4.4,0,https://www.jumia.co.ke/redmi-15c-6.88-inches448gb-ram128gb-rombattery-5000-mah-comes-with-free-gifts-airpods-smart-watch-powerbank-for-you-xiaomi-mpg9119363.html,07/26/26 13:43,128,8,5000,,Good,Mid-Range (15k-30k),0.58
smartphones,"Oppo A83 5.7” HD+ FullView Display, 4GB RAM 32GB Storage, 13MP Camera, Face Unlock, Dual SIM, 4G LTE Smartphone","Oppo A83 5.7” HD+ FullView Display, 4GB RAM 32GB Storage, 13MP Camera, Face Unlock, Dual SIM, 4G LTE Smartphone",5700,7800,26.9,FALSE,3.5,0,https://www.jumia.co.ke/oppo-a83-5.7-hd-fullview-display-4gb-ram-32gb-storage-13mp-camera-face-unlock-dual-sim-4g-lte-smartphone-327720833.html,07/26/26 13:43,32,4,,13,Good,Entry (5k-15k),0.431
smartphones,"XIAOMI Redmi Note 15, 6.77"", 8GB RAM + 256GB ROM, 6000mAh, Black (25 Months Warranty) blue+free cable+Magsafe powerbank","XIAOMI  Redmi Note 15, 6.77"", 8GB RAM + 256GB ROM, 6000mAh, Black (25 Months Warranty) blue+free cable+Magsafe powerbank",27999,39999,30,FALSE,5,0,https://www.jumia.co.ke/xiaomi-redmi-note-15-6.77-8gb-ram-256gb-rom-6000mah-black-25-months-warranty-bluefree-cablemagsafe-powerbank-327272716.html,07/26/26 13:43,256,8,6000,,Excellent,Mid-Range (15k-30k),0.59
smartphones,"Tecno SPARK 50 4G 256GB ROM+ 8GB RAM 6.78"" SCREEN 120Hz Refresh Rate 6300 mAh Battery 50MP CAMERA ANDROID 16 COMES WITH FREE GIFTS+13 MONTHS WARRANTY","Tecno SPARK 50 4G 256GB ROM+ 8GB RAM 6.78"" SCREEN 120Hz Refresh Rate 6300 mAh Battery 50MP CAMERA ANDROID 16 COMES WITH FREE GIFTS+13 MONTHS WARRANTY",21350,35000,39,FALSE,3,0,https://www.jumia.co.ke/tecno-spark-50-4g-256gb-rom-8gb-ram-6.78-screen-120hz-refresh-rate-6300-mah-battery-50mp-camera-android-16-comes-with-free-gifts13-months-warranty-327784282.html,07/26/26 13:43,256,8,6300,50,Average,Mid-Range (15k-30k),0.417
smartphones,"Corn C16 Pro Max 64GB Storage +5(2+3Extended ) RamUnlocked Cell Phone, Android 6.6""HD +WATERDROP SCREEN 13MP Main Camera,8mp Front camera 5000mAh Dual SIM, Face ID, smart Phone purple","Corn C16 Pro Max 64GB Storage +5(2+3Extended ) RamUnlocked Cell Phone, Android 6.6""HD +WATERDROP SCREEN 13MP Main Camera,8mp Front camera 5000mAh Dual SIM, Face ID, smart Phone   purple",8199,20999,61,TRUE,0,0,https://www.jumia.co.ke/corn-c16-pro-max-64gb-storage-523extended-ramunlocked-cell-phone-android-6.6hd-waterdrop-screen-13mp-main-camera8mp-front-camera-5000mah-dual-sim-face-id-smart-phone-purple-327031927.html,07/26/26 13:43,64,,5000,13,No Rating,Entry (5k-15k),0.183
smartphones,"Samsung Galaxy A06, 6.7'' Display, 4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh - Light Blue","Samsung Galaxy A06, 6.7'' Display, 4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh - Light Blue",12299,19999,38.5,FALSE,4.1,0,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-display-4gb-ram-64gb-rom-dual-sim-50mp-camera-5000mah-light-blue-278228233.html,07/26/26 13:43,64,4,5000,50,Good,Entry (5k-15k),0.526
smartphones,"Corn CPHONE 17PRO MAX, 6.6"", 64GB Storage +5(2+3Extended) RAM, 5000mAh (Dual SIM) - ORANGE (2YR WRTY).","Corn  CPHONE 17PRO MAX, 6.6"", 64GB Storage +5(2+3Extended) RAM, 5000mAh (Dual SIM) - ORANGE (2YR WRTY).",7749,14999,48.3,FALSE,4.1,0,https://www.jumia.co.ke/corn-cphone-17pro-max-6.6-64gb-storage-523extended-ram-5000mah-dual-sim-orange-2yr-wrty.-326002021.html,07/26/26 13:43,64,,5000,,Good,Entry (5k-15k),0.555
smartphones,"Samsung Galaxy M36 5G, 6.7"", 128GB + 6GB (Dual SIM), 5000mAh, Light Green","Samsung Galaxy M36 5G, 6.7"", 128GB + 6GB (Dual SIM), 5000mAh, Light Green",24390,30000,18.7,FALSE,4.9,0,https://www.jumia.co.ke/samsung-galaxy-m36-5g-6.7-128gb-6gb-dual-sim-5000mah-lightgreen-325604247.html,07/26/26 13:43,128,,5000,,Excellent,Mid-Range (15k-30k),0.546
smartphones,"Safaricom Neon Smarta 2, 5"", 32GB + 2GB RAM (Dual SIM), 3300mAh, Black//WZ//Plus Free Phone","Safaricom Neon Smarta 2, 5"", 32GB + 2GB RAM (Dual SIM), 3300mAh, Black//WZ//Plus Free Phone",3599,5500,34.6,FALSE,2,0,https://www.jumia.co.ke/safaricom-neon-smarta-2-5-32gb-2gb-ram-dual-sim-3300mah-blackwzplus-free-phone-327479485.html,07/26/26 13:43,32,2,3300,,Poor,Budget (<5k),0.304
smartphones,"Infinix Hot 60i 4G""6.7-inch, 6GBRAM+128GB ROM' Battery: 5000mAh - Silver+ LED Watch+powerbank+Earpods+Card Reader - Silver","Infinix  Hot 60i 4G""6.7-inch, 6GBRAM+128GB ROM' Battery: 5000mAh - Silver+ LED Watch+powerbank+Earpods+Card Reader - Silver",16599,39999,58.5,FALSE,4.3,0,https://www.jumia.co.ke/infinix-hot-60i-4g6.7-inch-6gbram128gb-rom-battery-5000mah-silver-led-watchpowerbankearpodscard-reader-silver-319460099.html,07/26/26 13:43,128,6,5000,,Good,Mid-Range (15k-30k),0.605
smartphones,Tecno Camon 30 Pro 5G 12GB RAM 512GB ROM Snowy ( Silver),Tecno Camon 30 Pro 5G 12GB RAM 512GB ROM  Snowy ( Silver),30000,102000,70.6,TRUE,0,0,https://www.jumia.co.ke/tecno-camon-30-pro-5g-12gb-ram-512gb-rom-snowy-silver-328685157.html,07/26/26 13:43,512,12,,,No Rating,Premium (30k-50k),0.212
smartphones,"Tecno SPARK 50 4G 128GB ROM+ 4GB RAM 6.78"" SCREEN 120Hz Refresh Rate 7000mAh Battery 50MP CAMERA ANDROID 16 COMES WITH FREE STRAP WATCH , POWERBANK AND AIRPODS FOR YOU silver","Tecno SPARK 50 4G 128GB ROM+ 4GB RAM 6.78"" SCREEN 120Hz Refresh Rate 7000mAh Battery 50MP CAMERA ANDROID 16 COMES WITH FREE    STRAP WATCH , POWERBANK AND AIRPODS FOR YOU  silver",19259,40999,53,FALSE,0,0,https://www.jumia.co.ke/tecno-spark-50-4g-128gb-rom-4gb-ram-6.78-screen-120hz-refresh-rate-7000mah-battery-50mp-camera-android-16-comes-with-free-strap-watch-powerbank-and-airpods-for-you-silver-327389247.html,07/26/26 13:43,128,4,7000,50,No Rating,Mid-Range (15k-30k),0.159
smartphones,"Samsung Galaxy A07, -2 YEARS WARRANTY-6.7'' Display, 4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh ...comes with free strap, powerbank and airpods for you..black","Samsung Galaxy A07, -2 YEARS WARRANTY-6.7'' Display, 4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh ...comes with free strap, powerbank and airpods  for you..black",13989,40999,65.9,TRUE,4,0,https://www.jumia.co.ke/samsung-galaxy-a07-2-years-warranty-6.7-display-4gb-ram-64gb-rom-dual-sim-50mp-camera-5000mah-...comes-with-free-strap-powerbank-and-airpods-for-you..black-326518999.html,07/26/26 13:43,64,4,5000,50,Good,Entry (5k-15k),0.598
smartphones,"Oppo This A37 is a compact and reliable smartphone designed for everyday use. It features a 5.0 inch HD display, Snapdragon processor, 8MP rear camera, Lightweight with a long lasting battery, is ideal for calls, messaging, browsing and multi media functions.","Oppo This A37 is a compact and reliable smartphone designed for everyday use. It features a 5.0 inch HD display, Snapdragon processor, 8MP rear camera, Lightweight with a long lasting battery, is ideal for calls, messaging, browsing and multi media functions.",4899,4999,2,FALSE,1.3,0,https://www.jumia.co.ke/oppo-this-a37-is-a-compact-and-reliable-smartphone-designed-for-everyday-use.-it-features-a-5.0-inch-hd-display-snapdragon-processor-8mp-rear-camera-lightweight-with-a-long-lasting-battery-is-ideal-for-calls-messaging-browsing-and-multi-media-functions.-326878511.html,07/26/26 13:43,,,,8,Poor,Budget (<5k),0.136
smartphones,"Corn C16 Pro Max 64GB Storage +5(2+3Extended ) RamUnlocked Cell Phone, Android 6.6""HD +WATERDROP SCREEN 13MP Main Camera,8mp Front camera 5000mAh Dual SIM, Face ID, smart Phone COMES WITH FREE STRAP WATCH , POWERBANK AND AIRPODS FOR YOU GOLD","Corn C16 Pro Max 64GB Storage +5(2+3Extended ) RamUnlocked Cell Phone, Android 6.6""HD +WATERDROP SCREEN 13MP Main Camera,8mp Front camera 5000mAh Dual SIM, Face ID, smart Phone   COMES WITH FREE    STRAP WATCH , POWERBANK AND AIRPODS FOR YOU GOLD",8900,30999,71.3,TRUE,2.5,0,https://www.jumia.co.ke/corn-c16-pro-max-64gb-storage-523extended-ramunlocked-cell-phone-android-6.6hd-waterdrop-screen-13mp-main-camera8mp-front-camera-5000mah-dual-sim-face-id-smart-phone-comes-with-free-strap-watch-powerbank-and-airpods-for-you-gold-327473505.html,07/26/26 13:43,64,,5000,13,Average,Entry (5k-15k),0.464
smartphones,Apple iPhone 12 pro 256Gb new,Apple iPhone 12 pro 256Gb new,47999,68000,29.4,FALSE,0,0,https://www.jumia.co.ke/apple-iphone-12-pro-256gb-new-326139629.html,07/26/26 13:43,,,,,No Rating,Premium (30k-50k),0.088
smartphones,"Samsung A07 DISPLAY 6.7 INCHES 4GB RAM + 64GB ROM DUAL SIM cover ADAPTER, BLACK","Samsung A07 DISPLAY 6.7 INCHES 4GB RAM + 64GB ROM  DUAL SIM cover ADAPTER, BLACK",13499,20000,32.5,FALSE,4.6,0,https://www.jumia.co.ke/samsung-a07-display-6.7-inches-4gb-ram-64gb-rom-dual-sim-cover-adapter-black-325445125.html,07/26/26 13:43,64,4,,,Excellent,Entry (5k-15k),0.558
smartphones,"Samsung Galaxy S20 Ultra, 5G 12GB ram, 256GB Rom","Samsung Galaxy S20 Ultra, 5G 12GB ram, 256GB Rom",36699,45000,18.4,FALSE,5,0,https://www.jumia.co.ke/samsung-galaxy-s20-ultra-5g-12gb-ram-256gb-rom-327329700.html,07/26/26 13:43,256,12,,,Excellent,Premium (30k-50k),0.555
smartphones,"Redmi Note 15 128GB ROM +6GB RAM 6.77"" 120Hz AMOLED Curved Display 108 MP Rear Camera 20MP Selfie 6000mAh Battery + FREE GIFTS(SMART WATCH+ EARPODS +PROTECTOR)","Redmi Note 15 128GB ROM +6GB RAM 6.77"" 120Hz AMOLED Curved Display 108 MP Rear Camera 20MP Selfie 6000mAh Battery + FREE GIFTS(SMART WATCH+ EARPODS +PROTECTOR)",27649,29800,7.2,FALSE,4.3,0,https://www.jumia.co.ke/redmi-note-15-128gb-rom-6gb-ram-6.77-120hz-amoled-curved-display-108-mp-rear-camera-20mp-selfie-6000mah-battery-free-giftssmart-watch-earpods-protector-327490889.html,07/26/26 13:43,128,6,6000,108,Good,Mid-Range (15k-30k),0.452
smartphones,"Tecno SPARK 50 4G 128GB ROM+ 4GB RAM 6.78"" SCREEN 120Hz Refresh Rate 6700mAh Battery 50MP CAMERA ANDROID 16'1 YEAR WARRANTY'.......,","Tecno SPARK 50 4G 128GB ROM+ 4GB RAM 6.78"" SCREEN 120Hz Refresh Rate 6700mAh Battery 50MP CAMERA ANDROID 16'1 YEAR WARRANTY'.......,",18599,25000,25.6,FALSE,5,0,https://www.jumia.co.ke/tecno-spark-50-4g-128gb-rom-4gb-ram-6.78-screen-120hz-refresh-rate-6700mah-battery-50mp-camera-android-161-year-warranty.......-327437279.html,07/26/26 13:43,128,4,6700,50,Excellent,Mid-Range (15k-30k),0.577
smartphones,"XIAOMI Redmi Note 15, 6.77"", 8GB RAM + 256GB ROM, 6000mAh, Black (25 Months Warranty)","XIAOMI  Redmi Note 15, 6.77"", 8GB RAM + 256GB ROM, 6000mAh, Black (25 Months Warranty)",27399,29999,8.7,FALSE,4.7,0,https://www.jumia.co.ke/xiaomi-redmi-note-15-6.77-8gb-ram-256gb-rom-6000mah-black-25-months-warranty-327272170.html,07/26/26 13:43,256,8,6000,,Excellent,Mid-Range (15k-30k),0.496
smartphones,"Samsung Galaxy S10+ Plus 6.4"" 512 GB - 8GB RAM, 12MP Camera, Single SIM - Black","Samsung Galaxy S10+ Plus 6.4"" 512 GB - 8GB RAM, 12MP Camera, Single SIM - Black",31800,45000,29.3,FALSE,4.2,0,https://www.jumia.co.ke/galaxy-s10-plus-6.4-512-gb-8gb-ram-12mp-camera-single-sim-black-samsung-mpg5269329.html,07/26/26 13:43,512,8,,12,Good,Premium (30k-50k),0.508
smartphones,XIAOMI Redmi Note 15 Black 6G RAM 128GB,XIAOMI Redmi Note 15 Black 6G RAM 128GB,28399,31239,9.1,FALSE,0,0,https://www.jumia.co.ke/xiaomi-redmi-note-15-black-6g-ram-128gb-328419358.html,07/26/26 13:43,128,,,,No Rating,Mid-Range (15k-30k),0.027
